status_code,status_message,status_totalCount,subwayLine,stationName,stationCode,gender,ageGrp,exit,userCount,datetime,date,hour
00,success,1,2호선,건대입구역,212,all,all,1,84,20260225100000,2026-02-25,10
00,success,1,2호선,건대입구역,212,all,all,1,124,20260225110000,2026-02-25,11
00,success,1,2호선,건대입구역,212,all,all,1,174,20260225120000,2026-02-25,12
00,success,1,2호선,건대입구역,212,all,all,1,175,20260225130000,2026-02-25,13
00,success,1,2호선,건대입구역,212,all,all,1,165,20260225140000,2026-02-25,14
00,success,1,2호선,건대입구역,212,all,all,1,172,20260225150000,2026-02-25,15
00,success,1,2호선,건대입구역,212,all,all,1,211,20260225160000,2026-02-25,16
00,success,1,2호선,건대입구역,212,all,all,1,298,20260225170000,2026-02-25,17
00,success,1,2호선,건대입구역,212,all,all,1,444,20260225180000,2026-02-25,18
00,success,1,2호선,건대입구역,212,all,all,1,264,20260225190000,2026-02-25,19
00,success,1,2호선,건대입구역,212,all,all,1,224,20260225200000,2026-02-25,20
00,success,1,2호선,건대입구역,212,all,all,1,216,20260225210000,2026-02-25,21
00,success,1,2호선,건대입구역,212,all,all,1,219,20260225220000,2026-02-25,22
00,success,1,2호선,건대입구역,212,all,all,1,101,20260225230000,2026-02-25,23
00,success,1,2호선,건대입구역,212,all,all,2,26,20260225050000,2026-02-25,05
00,success,1,2호선,건대입구역,212,all,all,2,44,20260225060000,2026-02-25,06
00,success,1,2호선,건대입구역,212,all,all,2,98,20260225070000,2026-02-25,07
00,success,1,2호선,건대입구역,212,all,all,2,166,20260225080000,2026-02-25,08
00,success,1,2호선,건대입구역,212,all,all,2,93,20260225090000,2026-02-25,09
00,success,1,2호선,건대입구역,212,all,all,2,77,20260225100000,2026-02-25,10
00,success,1,2호선,건대입구역,212,all,all,2,98,20260225110000,2026-02-25,11
00,success,1,2호선,건대입구역,212,all,all,2,82,20260225120000,2026-02-25,12
00,success,1,2호선,건대입구역,212,all,all,2,88,20260225130000,2026-02-25,13
00,success,1,2호선,건대입구역,212,all,all,2,148,20260225140000,2026-02-25,14
00,success,1,2호선,건대입구역,212,all,all,2,172,20260225150000,2026-02-25,15
00,success,1,2호선,건대입구역,212,all,all,2,127,20260225160000,2026-02-25,16
00,success,1,2호선,건대입구역,212,all,all,2,177,20260225170000,2026-02-25,17
00,success,1,2호선,건대입구역,212,all,all,2,218,20260225180000,2026-02-25,18
00,success,1,2호선,건대입구역,212,all,all,2,113,20260225190000,2026-02-25,19
00,success,1,2호선,건대입구역,212,all,all,2,120,20260225200000,2026-02-25,20
00,success,1,2호선,건대입구역,212,all,all,2,111,20260225210000,2026-02-25,21
00,success,1,2호선,건대입구역,212,all,all,2,93,20260225220000,2026-02-25,22
00,success,1,2호선,건대입구역,212,all,all,2,65,20260225230000,2026-02-25,23
00,success,1,2호선,건대입구역,212,all,all,3,64,20260225050000,2026-02-25,05
00,success,1,2호선,건대입구역,212,all,all,3,157,20260225060000,2026-02-25,06
00,success,1,2호선,건대입구역,212,all,all,3,285,20260225070000,2026-02-25,07
00,success,1,2호선,건대입구역,212,all,all,3,531,20260225080000,2026-02-25,08
00,success,1,2호선,건대입구역,212,all,all,3,332,20260225090000,2026-02-25,09
00,success,1,2호선,건대입구역,212,all,all,3,293,20260225100000,2026-02-25,10
00,success,1,2호선,건대입구역,212,all,all,3,301,20260225110000,2026-02-25,11
00,success,1,2호선,건대입구역,212,all,all,3,294,20260225120000,2026-02-25,12
00,success,1,2호선,건대입구역,212,all,all,3,349,20260225130000,2026-02-25,13
00,success,1,2호선,건대입구역,212,all,all,3,375,20260225140000,2026-02-25,14
00,success,1,2호선,건대입구역,212,all,all,3,479,20260225150000,2026-02-25,15
00,success,1,2호선,건대입구역,212,all,all,3,457,20260225160000,2026-02-25,16
00,success,1,2호선,건대입구역,212,all,all,3,709,20260225170000,2026-02-25,17
00,success,1,2호선,건대입구역,212,all,all,3,802,20260225180000,2026-02-25,18
00,success,1,2호선,건대입구역,212,all,all,3,476,20260225190000,2026-02-25,19
00,success,1,2호선,건대입구역,212,all,all,3,339,20260225200000,2026-02-25,20
00,success,1,2호선,건대입구역,212,all,all,3,380,20260225210000,2026-02-25,21
00,success,1,2호선,건대입구역,212,all,all,3,295,20260225220000,2026-02-25,22
00,success,1,2호선,건대입구역,212,all,all,3,172,20260225230000,2026-02-25,23
00,success,1,2호선,건대입구역,212,all,all,4,23,20260225050000,2026-02-25,05
00,success,1,2호선,건대입구역,212,all,all,4,198,20260225060000,2026-02-25,06
00,success,1,2호선,건대입구역,212,all,all,4,358,20260225070000,2026-02-25,07
00,success,1,2호선,건대입구역,212,all,all,4,642,20260225080000,2026-02-25,08
00,success,1,2호선,건대입구역,212,all,all,4,390,20260225090000,2026-02-25,09
00,success,1,2호선,건대입구역,212,all,all,4,272,20260225100000,2026-02-25,10
00,success,1,2호선,건대입구역,212,all,all,4,267,20260225110000,2026-02-25,11
00,success,1,2호선,건대입구역,212,all,all,4,296,20260225120000,2026-02-25,12
00,success,1,2호선,건대입구역,212,all,all,4,275,20260225130000,2026-02-25,13
00,success,1,2호선,건대입구역,212,all,all,4,363,20260225140000,2026-02-25,14
00,success,1,2호선,건대입구역,212,all,all,4,402,20260225150000,2026-02-25,15
00,success,1,2호선,건대입구역,212,all,all,4,462,20260225160000,2026-02-25,16
00,success,1,2호선,건대입구역,212,all,all,4,533,20260225170000,2026-02-25,17
00,success,1,2호선,건대입구역,212,all,all,4,691,20260225180000,2026-02-25,18
00,success,1,2호선,건대입구역,212,all,all,4,476,20260225190000,2026-02-25,19
00,success,1,2호선,건대입구역,212,all,all,4,369,20260225200000,2026-02-25,20
00,success,1,2호선,건대입구역,212,all,all,4,317,20260225210000,2026-02-25,21
00,success,1,2호선,건대입구역,212,all,all,4,259,20260225220000,2026-02-25,22
00,success,1,2호선,건대입구역,212,all,all,4,125,20260225230000,2026-02-25,23
00,success,1,2호선,건대입구역,212,all,all,5,6,20260225050000,2026-02-25,05
00,success,1,2호선,건대입구역,212,all,all,5,73,20260225060000,2026-02-25,06
00,success,1,2호선,건대입구역,212,all,all,5,231,20260225070000,2026-02-25,07
00,success,1,2호선,건대입구역,212,all,all,5,427,20260225080000,2026-02-25,08
00,success,1,2호선,건대입구역,212,all,all,5,230,20260225090000,2026-02-25,09
00,success,1,2호선,건대입구역,212,all,all,5,176,20260225100000,2026-02-25,10
00,success,1,2호선,건대입구역,212,all,all,5,158,20260225110000,2026-02-25,11
00,success,1,2호선,건대입구역,212,all,all,5,206,20260225120000,2026-02-25,12
00,success,1,2호선,건대입구역,212,all,all,5,225,20260225130000,2026-02-25,13
00,success,1,2호선,건대입구역,212,all,all,5,292,20260225140000,2026-02-25,14
00,success,1,2호선,건대입구역,212,all,all,5,240,20260225150000,2026-02-25,15
00,success,1,2호선,건대입구역,212,all,all,5,316,20260225160000,2026-02-25,16
00,success,1,2호선,건대입구역,212,all,all,5,424,20260225170000,2026-02-25,17
00,success,1,2호선,건대입구역,212,all,all,5,547,20260225180000,2026-02-25,18
00,success,1,2호선,건대입구역,212,all,all,5,413,20260225190000,2026-02-25,19
00,success,1,2호선,건대입구역,212,all,all,5,370,20260225200000,2026-02-25,20
00,success,1,2호선,건대입구역,212,all,all,5,246,20260225210000,2026-02-25,21
00,success,1,2호선,건대입구역,212,all,all,5,226,20260225220000,2026-02-25,22
00,success,1,2호선,건대입구역,212,all,all,5,84,20260225230000,2026-02-25,23
00,success,1,2호선,건대입구역,212,all,all,6,10,20260225050000,2026-02-25,05
00,success,1,2호선,건대입구역,212,all,all,6,142,20260225060000,2026-02-25,06
00,success,1,2호선,건대입구역,212,all,all,6,406,20260225070000,2026-02-25,07
00,success,1,2호선,건대입구역,212,all,all,6,803,20260225080000,2026-02-25,08
00,success,1,2호선,건대입구역,212,all,all,6,349,20260225090000,2026-02-25,09
00,success,1,2호선,건대입구역,212,all,all,6,249,20260225100000,2026-02-25,10
00,success,1,2호선,건대입구역,212,all,all,6,271,20260225110000,2026-02-25,11
00,success,1,2호선,건대입구역,212,all,all,6,258,20260225120000,2026-02-25,12
00,success,1,2호선,건대입구역,212,all,all,6,284,20260225130000,2026-02-25,13
00,success,1,2호선,건대입구역,212,all,all,6,346,20260225140000,2026-02-25,14
00,success,1,2호선,건대입구역,212,all,all,6,332,20260225150000,2026-02-25,15
00,success,1,2호선,건대입구역,212,all,all,6,392,20260225160000,2026-02-25,16
00,success,1,2호선,건대입구역,212,all,all,6,694,20260225170000,2026-02-25,17
00,success,1,2호선,건대입구역,212,all,all,6,1080,20260225180000,2026-02-25,18
00,success,1,2호선,건대입구역,212,all,all,6,738,20260225190000,2026-02-25,19
00,success,1,2호선,건대입구역,212,all,all,6,473,20260225200000,2026-02-25,20
00,success,1,2호선,건대입구역,212,all,all,6,427,20260225210000,2026-02-25,21
00,success,1,2호선,건대입구역,212,all,all,6,350,20260225220000,2026-02-25,22
00,success,1,2호선,건대입구역,212,all,all,6,219,20260225230000,2026-02-25,23
