status_code,status_message,status_totalCount,subwayLine,stationName,stationCode,gender,ageGrp,exit,userCount,datetime,date,hour
00,success,1,수인분당선,서울숲역,K211,all,all,4,84,20260225210000,2026-02-25,21
00,success,1,수인분당선,서울숲역,K211,all,all,4,48,20260225220000,2026-02-25,22
00,success,1,수인분당선,서울숲역,K211,all,all,4,23,20260225230000,2026-02-25,23
00,success,1,수인분당선,서울숲역,K211,all,all,5,12,20260225050000,2026-02-25,05
00,success,1,수인분당선,서울숲역,K211,all,all,5,14,20260225060000,2026-02-25,06
00,success,1,수인분당선,서울숲역,K211,all,all,5,44,20260225070000,2026-02-25,07
00,success,1,수인분당선,서울숲역,K211,all,all,5,76,20260225080000,2026-02-25,08
00,success,1,수인분당선,서울숲역,K211,all,all,5,55,20260225090000,2026-02-25,09
00,success,1,수인분당선,서울숲역,K211,all,all,5,31,20260225100000,2026-02-25,10
00,success,1,수인분당선,서울숲역,K211,all,all,5,18,20260225110000,2026-02-25,11
00,success,1,수인분당선,서울숲역,K211,all,all,5,24,20260225120000,2026-02-25,12
00,success,1,수인분당선,서울숲역,K211,all,all,5,27,20260225130000,2026-02-25,13
00,success,1,수인분당선,서울숲역,K211,all,all,5,19,20260225140000,2026-02-25,14
00,success,1,수인분당선,서울숲역,K211,all,all,5,24,20260225150000,2026-02-25,15
00,success,1,수인분당선,서울숲역,K211,all,all,5,24,20260225160000,2026-02-25,16
00,success,1,수인분당선,서울숲역,K211,all,all,5,70,20260225170000,2026-02-25,17
00,success,1,수인분당선,서울숲역,K211,all,all,5,91,20260225180000,2026-02-25,18
00,success,1,수인분당선,서울숲역,K211,all,all,5,45,20260225190000,2026-02-25,19
00,success,1,수인분당선,서울숲역,K211,all,all,5,32,20260225200000,2026-02-25,20
00,success,1,수인분당선,서울숲역,K211,all,all,5,14,20260225210000,2026-02-25,21
00,success,1,수인분당선,서울숲역,K211,all,all,5,9,20260225220000,2026-02-25,22
00,success,1,수인분당선,서울숲역,K211,all,all,5,6,20260225230000,2026-02-25,23
00,success,1,2호선,건대입구역,212,all,all,1,14,20260225050000,2026-02-25,05
00,success,1,2호선,건대입구역,212,all,all,1,53,20260225060000,2026-02-25,06
00,success,1,2호선,건대입구역,212,all,all,1,168,20260225070000,2026-02-25,07
00,success,1,2호선,건대입구역,212,all,all,1,318,20260225080000,2026-02-25,08
00,success,1,2호선,건대입구역,212,all,all,1,184,20260225090000,2026-02-25,09
