storeId,storeNm,road_address,site_address,floor,category_bg,category_mi,category_sl,x,y,fam_미혼,fam_기혼,fam_유자녀,gender_f_20대,gender_f_30대,gender_f_40대,gender_f_50대,gender_f_60대,gender_m_20대,gender_m_30대,gender_m_40대,gender_m_50대,gender_m_60대,peco_개인,peco_법인,peco_외국인,times_아침,times_점심,times_오후,times_저녁,times_밤,times_심야,times_새벽,wdwe_평일,wdwe_공휴일,revfreq_평일,revfreq_공휴일,weekday_월,weekday_화,weekday_수,weekday_목,weekday_금,weekday_토,weekday_일,2018_store,2018_deli,2018_cnt,2019_store,2019_deli,2019_cnt,2020_store,2020_deli,2020_cnt,2021_store,2021_deli,2021_cnt,2022_store,2022_deli,2022_cnt,2023_store,2023_deli,2023_cnt,2024_store,2024_deli,2024_cnt,2025_store,2025_deli,2025_cnt
0132636689,성수골,서울특별시 성동구 성덕정15길 13-1,서울 성동구 성수2가1동 339-44번지 1층,,음식,한식,한정식/백반 전문점,127.0536687,37.5388803,60,0,42,0,6,25,0,11,0,27,33,0,0,103,377,0,11,463,6,0,0,0,0,26,0,36.4,9.1,4,94,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,0,234,6043,0,2261,8299,0,1185
0138740808,제이 컴퍼니,서울특별시 성동구 연무장길 12,서울 성동구 성수동1가 16-27번지 1층 이너프,,소매,의복,일상복 판매,127.0508144,37.5437152,721,28,418,529,391,144,0,23,0,39,0,40,0,1168,0,2157.0,0,242,494,171,260,0,0,31,45,0.0,4.8,0,0,51,43,73,67,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28512,0,2624
0086053584,(주)네이처리퍼블릭 성수역점,서울특별시 성동구 아차산로 100,서울 성동구 성수2가3동 300-1번지 211동 02호,,소매,화장품 소매,화장품 판매,127.0560905,37.5445022,191,13,368,83,89,65,66,188,0,32,13,10,23,573,0,447.0,0,198,218,133,22,0,0,23,11,7.1,1.8,5,18,6,44,21,10,18,8496,0,6044,16092,0,11315,14214,0,9440,10523,0,7664,14144,0,10024,13551,0,9455,12260,0,7533,10582,0,5178
0117987529,에르아룸,서울특별시 성동구 성수일로 48,서울 성동구 성수2가3동 301-28번지 거염빌딩 1층 103호,,서비스,헤어/이발/미용,미용실,127.049972,37.5446791,829,38,575,407,87,21,135,21,142,417,118,92,0,1443,0,640.0,0,631,457,312,41,0,0,30,68,32.4,5.4,71,44,29,13,49,76,52,0,0,0,0,0,0,7518,0,1308,20598,0,4005,23589,0,4528,23055,0,4759,21365,0,4339,22171,0,2689
0140552548,북극의 열대어,서울특별시 성동구 광나루로4가길 12-7,서울 성동구 성수2가3동 299-47번지 2층,,음식,한식,한식 요리-기타,127.0543648,37.549143,1552,36,333,1034,451,8,49,24,143,127,46,29,8,1923,52,40.0,0,692,674,367,241,0,0,52,79,11.5,9.1,13,55,73,48,94,77,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6068,0,4242
0110676418,탐라네일,서울특별시 성동구 상원길 22,서울 성동구 성수동1가 16-3번지 5층,,서비스,헤어/이발/미용,미용실,127.049136,37.5459045,255,0,791,212,42,170,170,0,0,0,170,281,0,1047,0,0,0,564,42,238,201,0,0,58,0,11.1,11.1,0,85,45,17,78,0,0,1187,0,119,7105,0,708,10044,0,967,10753,0,1162,12257,0,1070,19173,0,1186,15385,0,936,8568,0,577
0127577906,샹도르,서울특별시 성동구 뚝섬로 400,서울 성동구 성수2가1동 339-5번지 101호,,음식,제과제빵떡케익,제과제빵떡케익,127.0549986,37.5385086,1644,162,2704,514,652,509,480,459,117,680,315,445,336,4512,309,80.0,470,1496,1062,865,749,176,0,175,126,47.2,26.3,121,174,135,188,216,196,33,0,0,0,0,0,0,0,0,0,0,0,0,16408,345,16793,41801,1069,39070,47045,1950,44687,44057,1793,39597
0139361166,자담치킨,서울특별시 성동구 성덕정길 91,서울 성동구 성수2가1동 339-11번지 1층,,음식,치킨/닭강정,치킨/닭강정 전문점,127.0536455,37.5378211,337,40,439,39,102,80,115,26,54,175,94,63,64,818,47,0,0,0,293,285,198,86,0,30,23,15.4,8.3,0,24,34,23,40,17,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704,1881,971
0140673906,스시훈,서울특별시 성동구 아차산로7길 36,서울 성동구 성수2가3동 289-39번지 1층,,음식,일식,초밥 전문점,127.055637,37.5482321,764,17,610,250,122,115,121,51,90,276,121,126,117,1392,284,0,66,474,287,391,208,190,58,51,57,21.1,15.6,7,34,65,73,54,77,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5244,0,2732
0119994424,CU 뚝섬동아점,서울특별시 성동구 상원12길 6,서울 성동구 성수1가2동 13-76번지 1층,1층,소매,편의점,편의점,127.0484008,37.5503102,2999,372,3687,296,468,448,437,160,513,1666,1401,959,707,7060,300,55.0,1215,1433,1194,868,925,1255,466,247,222,56.1,40.0,250,239,256,220,244,211,232,0,0,0,0,0,0,22573,0,34994,86997,0,125652,97523,0,133454,91081,0,123806,92340,20,122980,72844,40,97290
0134380997,주식회사 엘아이지홈앤밀,서울특별시 성동구 성수일로12길 35,서울 성동구 성수동2가 299-243번지 5층,,소매,음/식료품,식료품 판매,127.0549918,37.5476528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2812,0,0,0,2812,0,0,0,0,156,0,100.0,100.0,0,0,0,562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23118,0,507,14063,0,912
0137219424,히우네일,서울특별시 성동구 성수일로3길 4-6,서울 성동구 성수1가1동 656-71번지 2층,,서비스,헤어/이발/미용,미용실,127.0483383,37.5422825,73,0,84,109,16,0,0,0,0,0,0,30,0,157,0,0,0,47,73,36,0,0,0,4,6,40.0,0.0,9,0,0,5,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,722,0,80,1602,0,275
0137174546,야몽야몽,서울특별시 성동구 왕십리로4길 16,서울 성동구 성수1가2동 656-1076번지 2층,,음식,양식,경양식 전문점,127.0461604,37.5461896,939,44,509,278,394,58,59,0,214,209,121,109,46,1493,218,121.0,0,0,31,201,909,569,0,61,46,2.2,0.0,19,49,56,110,59,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9117,0,1422,19204,52,3391
0138189758,메리노,서울특별시 성동구 서울숲길 24,서울 성동구 성수1가2동 685-350번지 2층,,음식,양식,경양식 전문점,127.0399918,37.5478783,1433,155,621,621,689,110,141,94,70,229,158,42,51,2210,109,126.0,14,1115,967,218,3,0,0,67,85,8.8,19.1,40,50,43,81,91,143,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17910,0,14193
0101318798,후라이드참잘하는집 성수점,서울특별시 성동구 성덕정길 32,서울 성동구 성수1가1동 142-3번지 1층,1층,음식,치킨/닭강정,치킨/닭강정 전문점,127.0470804,37.5389526,1106,86,803,106,292,113,90,54,416,427,195,228,66,1997,155,0,0,0,317,818,422,579,15,71,66,45.7,18.2,88,78,63,48,77,54,77,13488,0,8620,16218,0,10218,14038,0,9446,13075,16747,18484,15356,19040,18856,16553,25525,22988,15523,25051,22677,9655,15550,14110
0123844888,강남교자 뚝섬역점,서울특별시 성동구 상원1길 26,서울 성동구 성수동1가 656-591번지 태림맨션 1층 110호,1층,음식,분식/국수,면/수제비 전문점,127.0484324,37.5461947,1411,212,1941,343,535,341,300,129,133,474,488,409,402,3565,851,89.0,63,2975,578,668,129,0,0,187,79,59.4,14.5,169,151,141,210,140,67,97,0,0,0,0,0,0,0,0,0,19837,0,13605,53143,6533,34447,60602,6254,35543,52775,4968,29742,43268,6911,26292
0050032978,시골옻닭,서울특별시 성동구 성덕정길 129,서울 성동구 성수2가1동 224-18번지,,음식,한식,오리/닭요리/탕/백숙 전문점,127.057795,37.5366929,0,0,96,0,0,0,0,0,0,0,0,0,96,96,74,0,0,65,0,105,0,0,0,9,0,25.0,0.0,0,24,0,0,14,0,0,2452,0,272,5503,0,494,3571,0,432,4175,0,423,5147,0,430,5268,0,416,5348,0,507,3748,0,390
0070683875,을지로골뱅이호프,서울특별시 성동구 아차산로 87,서울 성동구 성수2가3동 300-87번지 1층,1층,음식,주점,호프/맥주,127.0540075,37.5454642,197,30,402,69,158,97,49,0,0,35,0,168,50,630,527,0,0,0,0,56,211,615,274,39,33,30.0,15.0,0,18,41,54,54,10,73,6109,0,1438,13233,0,2867,10432,0,2267,4669,516,1256,8898,586,1999,10946,110,2060,9109,306,1626,6635,75,1228
0134354695,샌드보이,서울특별시 성동구 왕십리로14길 18,서울 성동구 성수1가2동 656-805번지 1층 101호,,음식,한식,한식 요리-기타,127.0455955,37.5486229,250,0,380,84,114,86,36,0,22,47,142,82,14,631,253,0,195,482,80,125,0,0,0,35,18,53.6,21.8,20,30,47,27,26,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8021,4194,8753,10355,2340,7970
0050319243,에코엠엔디주식회사,서울특별시 성동구 아차산로 144,서울 성동구 성수2가3동 273-15번지 우영테크노센터 703호,,소매,운동/경기용품,스포츠용품 판매,127.0596101,37.5431192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2643,0,0,2643,0,0,0,0,0,146,0,0.0,100.0,0,660,0,0,0,0,0,7131,0,37,4604,0,33,12580,0,88,0,0,0,0,0,0,5986,0,22,0,0,0,2643,0,13
0140331521,라인프렌즈 스퀘어 성수,서울특별시 성동구 성수이로 77,서울 성동구 성수2가1동 320-1번지,,소매,취미/오락관련소매,장난감/오락기기/용품 판매,127.0559955,37.5419943,130,14,40,58,84,0,2,0,8,17,8,5,0,185,0,0,0,66,72,46,0,0,0,4,8,0.0,2.0,3,4,1,3,8,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,0,733
0018828350,응봉문방구,서울특별시 성동구 독서당로60길 2,서울 성동구 응봉동 193-79번지,,소매,사무/문구/컴퓨터,문구용품 소매,127.0307856,37.5497223,188,0,433,15,18,10,49,131,33,43,151,92,76,621,1,0,40,141,73,136,173,57,0,16,24,55.2,39.7,8,32,10,24,12,16,39,1414,0,1940,5386,0,6124,8416,0,10881,11763,0,13964,12038,0,13001,12365,0,14006,9512,0,10572,5854,0,7332
0137594388,식당오츠,서울특별시 성동구 왕십리로10길 21,서울 성동구 성수동1가 656-694번지 지1층,,음식,일식,일식 전문점,127.0469201,37.5465486,2651,98,946,1555,735,106,239,31,241,336,147,239,64,3697,173,0,42,2177,821,830,0,0,0,97,163,1.4,2.8,73,73,99,100,131,211,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3682,0,1799,43428,0,20103
0138417167,메이타왕 에그타르트 크래프트,서울특별시 성동구 연무장길 5,서울 성동구 성수2가3동 301-64번지 1층,,음식,제과제빵떡케익,제과제빵떡케익,127.0502485,37.5440754,3463,135,1465,1913,1098,413,277,56,359,410,176,277,82,5065,66,820.0,9,1396,2184,1173,367,0,0,97,259,2.3,3.5,70,111,143,156,194,314,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39812,194,35135
0038045563,남양정육점,서울특별시 성동구 광나루로11길 37,서울 성동구 송정동 73-594번지 1층,1층,소매,음/식료품,식료품,127.0675142,37.5510541,92,0,808,0,24,39,59,483,18,32,47,95,100,901,275,0,0,441,386,323,24,0,0,45,27,44.7,18.4,33,7,64,44,39,52,15,7248,0,2338,12012,0,4272,14124,0,4468,14579,0,4443,9529,30,3747,11390,0,3697,10538,29,3207,11408,0,3064
0135681898,주식회사 앰프(비데이),서울특별시 성동구 뚝섬로 47-7,서울 성동구 성수2가1동 331-33번지 1층,,음식,카페/커피/찻집,카페/디저트,127.0560089,37.538982,341,5,438,184,168,209,166,8,0,0,11,33,2,785,0,147.0,80,467,216,20,0,0,0,21,30,2.4,25.0,20,0,13,37,31,43,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22014,0,11609,19537,0,20631
0139076608,뚝덮,서울특별시 성동구 왕십리로10길 21,서울 성동구 성수동1가 656-694번지 1층,,음식,한식,한정식/백반 전문점,127.0469201,37.5465486,355,5,165,96,71,54,21,0,61,142,49,29,0,526,44,0,0,493,27,49,0,0,0,27,4,89.7,32.8,18,36,20,9,27,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4636,113,3784
0137038907,그린버터 성수 플래그십 스토어,서울특별시 성동구 성수이로7길 24,서울 성동구 성수2가1동 309-144번지 1층,,소매,의복,일상복 판매,127.0543438,37.5414098,0,26,292,0,26,102,47,0,0,0,0,142,0,318,0,1641.0,0,0,183,134,0,0,0,0,23,0.0,20.0,0,0,6,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16322,0,803,21000,0,1437
0129237707,에이치비씨(HBC),서울특별시 성동구 둘레15길 4-1,서울 성동구 성수2가1동 638번지 1층,,음식,한식,한식 요리-기타,127.055476,37.5351294,296,7,414,25,125,81,38,14,30,225,90,66,19,717,27,137.0,201,311,232,0,0,0,0,22,26,27.9,30.9,6,11,21,33,37,22,29,0,0,0,0,0,0,0,0,0,0,0,0,1144,0,1295,7074,0,7812,11570,0,10844,9183,0,9236
0135817534,CU 성수하우스디점,서울특별시 성동구 성수일로10길 26,서울 성동구 성수동2가 284-62번지 1층,,소매,편의점,편의점,127.0529525,37.5465869,2748,393,1685,460,537,219,155,99,421,1528,743,494,166,4827,478,35.0,1451,1765,881,771,331,104,0,260,47,53.4,39.3,191,191,220,228,216,80,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35859,0,71171,60301,35,109185
0123962235,더끌림 뷰티,서울특별시 성동구 상원길 47-1,서울 성동구 성수동1가 656-390번지 3층,,서비스,피부/체형관리,비만/체형관리/마사지,127.0482066,37.5483499,1367,0,0,253,1114,0,0,0,0,0,0,0,0,1367,0,0,0,166,0,1114,86,0,0,10,90,0.0,0.0,24,0,0,17,0,295,0,0,0,0,0,0,0,0,0,0,975,0,10,10540,0,88,27331,0,302,47293,0,528,30281,0,349
0001122274,성동자전거,서울특별시 성동구 광나루로 337,서울 성동구 송정동 79-2번지 1층,,소매,운동/경기용품,스포츠용품 판매,127.0672346,37.5485122,256,0,271,20,0,50,0,0,8,217,110,59,59,527,0,0,20,408,71,26,0,0,0,10,25,14.3,14.3,17,8,11,7,0,73,9,6993,0,1003,20549,0,1959,33239,0,2869,29894,0,2384,22545,0,2038,15680,0,1537,11996,0,1274,10113,0,1008
0121435341,예일안경,서울특별시 성동구 뚝섬로 388,서울 성동구 성수2가1동 339-42번지 1층 101호,1층,소매,안경점,안경점,127.0536701,37.5390101,37,0,344,0,37,96,42,24,0,0,57,0,122,382,0,0,0,245,135,1,0,0,0,21,0,12.5,0.0,36,13,9,7,19,0,0,0,0,0,0,0,0,0,0,0,5951,0,772,6935,0,1048,6107,0,904,5708,0,790,4383,0,570
0132035783,우리동네 생고기 무한리필 금호점,서울특별시 성동구 독서당로 336,서울 성동구 금호동4가 97-1번지 리버마이다스빌 2층 204호 206호,,음식,한식,고기 뷔페,127.0264306,37.5477292,1274,110,934,54,50,204,96,152,143,402,236,908,69,2319,22,0,0,187,165,404,1521,62,0,85,61,43.1,6.9,23,11,42,209,49,66,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30532,0,4504,38391,0,7662,29481,0,4449
0135788354,마블링1986,서울특별시 성동구 성덕정길 82,서울 성동구 성수2가1동 501-3번지 1층,,소매,음/식료품,식료품,127.0524924,37.5377771,145,0,1144,52,45,80,270,95,0,161,269,45,269,1290,71,0,33,196,481,362,167,78,42,46,39,60.8,31.4,53,36,79,17,43,36,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7790,0,2225,15963,0,5089
0133849174,핑크엘리펀트(주) 밀스,서울특별시 성동구 뚝섬로4길 21,서울 성동구 성수1가1동 275-6번지 2층,,음식,한식,한식 요리-기타,127.0508781,37.538931,2475,118,845,879,635,184,92,119,234,508,631,74,73,3439,307,138.0,272,2250,1089,134,0,0,0,93,158,40.8,22.700000000000003,39,8,90,136,158,258,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1461,0,724,55910,1906,27597,41414,4083,21309
0134860774,세븐일레븐 디지털타워점,서울특별시 성동구 성수일로4길 25,서울 성동구 성수2가1동 308-4번지 서울숲코오롱디지털타워 1층 110호,,소매,편의점,편의점,127.0518653,37.542505,2138,87,1538,409,381,345,70,29,367,878,830,380,72,3764,170,48.0,1071,1490,802,441,125,3,0,193,32,112.4,99.4,146,158,161,150,162,48,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39612,0,78385,46435,39,87597
0135877934,온야드연무장점,서울특별시 성동구 연무장13길 4,서울 성동구 성수2가3동 271-23번지 4층,,서비스,헤어/이발/미용,미용실,127.0583804,37.5418446,2034,257,633,1809,421,77,421,0,5,65,11,110,0,2925,0,988.0,0,876,1370,678,0,0,0,91,98,6.8,4.5,39,0,83,87,179,95,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34700,0,2102,49380,0,3363
0000365593,모던안경콘택트타운,서울특별시 성동구 성덕정길 89,서울 성동구 성수2가1동 339-111번지,,소매,안경점,안경점,127.0534704,37.5378601,238,0,270,0,73,36,0,5,0,136,45,181,28,509,0,0,22,150,119,68,147,0,0,20,10,8.3,8.3,21,9,2,42,23,6,4,8016,0,987,14285,0,1797,14785,0,1738,11975,0,1327,12314,0,1426,14719,0,1496,10940,0,1207,12127,0,1102
0110651932,블랑제리 새벽,서울특별시 성동구 고산자로2길 67,서울 성동구 행당동 380번지 서울숲리버뷰자이아파트 1동 1103호,,음식,제과제빵떡케익,제과제빵떡케익,127.0380277,37.5562974,1791,271,6485,357,1428,1570,995,558,166,901,1296,599,676,8549,959,0,3504,3587,1804,466,146,0,0,289,331,45.0,36.7,271,308,300,263,306,374,333,11788,0,11442,36137,0,35555,45415,0,39869,40891,3968,38733,41132,2325,36256,48967,1415,37937,45793,1444,35842,52401,259,39615
0133438192,도렐 주식회사,서울특별시 성동구 연무장7길 11,서울 성동구 성수동2가 314-12번지 1층,,음식,한식,한식 요리-기타,127.0544171,37.5437901,1554,173,1015,507,870,245,116,64,195,364,192,148,37,2743,676,488.0,554,1699,749,327,88,0,0,129,81,15.1,47.8,96,142,119,129,116,96,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5826,28,5704,41162,1268,41388,35645,1084,36352
0133731281,주식회사 오알지,서울특별시 성동구 왕십리로10길 24,서울 성동구 성수동1가 656-684번지 지1층,,음식,한식,한식 요리-기타,127.0470186,37.5463552,1462,27,801,498,447,52,46,0,308,519,198,218,0,2291,321,0,0,0,57,905,744,905,0,83,85,2.0,0.0,51,5,136,48,100,120,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2895,0,360,49395,0,5157,38068,0,3682
0105836456,봉쥬르 Bonjour,서울특별시 성동구 상원2길 7,서울 성동구 성수1가2동 14-58번지 1층 102호,1층,음식,퓨전/세계요리,동남아음식 전문점,127.0496383,37.545965,398,52,203,165,154,23,53,64,27,77,75,6,7,655,206,0,0,598,76,186,0,0,0,41,8,25.0,6.9,18,36,36,50,22,20,2,5249,0,4433,7611,0,6081,5979,0,4716,9025,0,6506,13731,0,9086,13441,0,7747,11532,0,6557,6862,0,4052
0117627083,무쇠막연탄구이,서울특별시 성동구 금호로 47-1,서울 성동구 금호동4가 118번지 1층,1층,음식,한식,고기구이/육회 전문점,127.0254567,37.5477838,1975,801,2885,315,659,718,356,180,219,1591,712,509,399,5663,985,0,0,0,230,2060,2309,1960,86,247,168,7.4,2.5,76,188,211,213,328,434,21,0,0,0,0,0,0,43388,0,5739,58155,0,7538,85228,0,10033,88684,0,10490,90037,0,9742,67675,0,7298
0140961392,길고양이마을 성수협력점,서울특별시 성동구 아차산로 91,서울 성동구 성수2가3동 300-65번지 7층,,소매,애견/애완/동물,반려동물 용품/서비스,127.0544827,37.5453082,347,7,248,246,61,60,1,14,16,54,124,7,14,602,0,79.0,20,105,367,92,17,0,0,7,35,2.0,28.0,20,1,4,10,12,45,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1006,0,682
0141331413,반올림피자 성수점,서울특별시 성동구 아차산로7나길 18,서울 성동구 성수2가3동 289-5번지 성수동2가대선APEXCENTER 1층 101호 -1호,,음식,패스트푸드,피자 전문점,127.0574605,37.5477017,152,27,162,42,0,31,38,43,10,108,0,25,41,343,64,0,0,51,108,95,118,32,0,15,8,0.0,0.0,4,4,11,17,19,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,207,160
0137673323,젠틀스트릿커피 솔빌딩점,서울특별시 성동구 상원1길 25,서울 성동구 성수동1가 656-1572번지 1층 101호,,음식,카페/커피/찻집,카페/디저트,127.0479782,37.5458559,580,49,1451,115,328,113,31,20,28,1093,259,59,32,2081,166,0,842,1313,92,0,0,0,0,124,0,45.1,35.8,78,60,138,56,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1394,0,2691,20702,0,23762
0134638949,테크노 커피클럽,서울특별시 성동구 광나루로 302,서울 성동구 성수2가3동 281번지 1층,,음식,카페/커피/찻집,카페/디저트,127.0633563,37.5479021,351,70,479,11,63,35,13,392,11,327,38,0,5,900,84,0,0,117,0,19,205,571,69,42,16,20.6,26.5,12,1,9,15,118,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6676,0,2671,7596,0,3243
0116937426,목로정원,서울특별시 성동구 서울숲2길 47,서울 성동구 성수1가2동 668-39번지 3층 301호,1층,음식,카페/커피/찻집,카페/디저트,127.0440177,37.5463454,416,0,80,217,100,31,17,0,52,60,0,17,0,496,11,49.0,0,188,319,0,0,0,0,8,27,7.4,0.0,3,9,7,15,19,38,23,0,0,0,0,0,0,5152,0,5311,5620,79,6091,5390,18,4878,12163,0,9792,19618,0,13473,10320,157,6590
0081857724,루덴,서울특별시 성동구 연무장길 39-25,서울 성동구 성수2가3동 316-38번지,1층,음식,양식,스테이크 전문점,127.0539716,37.543509,1153,53,1366,441,402,487,261,0,287,154,151,249,135,2573,569,160.0,0,1642,396,696,406,0,0,82,127,26.599999999999998,18.2,43,110,127,66,75,147,143,11277,0,2003,18306,0,3354,13010,0,2391,12517,3513,3351,18300,3259,3860,14124,2795,2984,28389,2425,3926,18725,3820,3304
0138650486,조선커피,서울특별시 성동구 아차산로17길 49,서울 성동구 성수동2가 280-6번지 생각공장데시앙플렉스 지상1층 R121호,,음식,카페/커피/찻집,카페/디저트,127.0652794,37.5467681,171,4,95,46,36,10,12,13,39,22,43,16,29,271,117,0,167,209,11,0,0,0,0,21,0,43.8,29.7,18,11,19,19,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5216,0,8507
0117328468,넘버파이브,서울특별시 성동구 왕십리로4길 28-2,서울 성동구 성수1가2동 8-16번지 지하1층,,음식,양식,스테이크 전문점,127.046611,37.5471179,678,187,301,172,125,19,0,6,85,463,235,58,0,1167,442,0,0,0,0,0,361,822,426,49,55,9.5,14.3,39,22,28,97,44,108,19,0,0,0,0,0,0,10352,0,1791,8848,0,2128,20586,0,3856,21390,0,3413,22921,0,4159,17263,0,3286
0087677720,주식회사 큐브엔터테인먼트,서울특별시 성동구 아차산로 83,서울 성동구 성수동2가 300-11번지,,소매,기타판매업,음반/영상매체 판매,127.0534542,37.5456108,41,7,21,21,3,11,0,11,14,2,6,0,0,71,7,225.0,0,47,30,0,0,0,0,3,0,16.7,8.3,1,0,1,3,6,2,0,67239,0,12693,24856,0,4020,925,0,187,0,0,0,1534,0,663,30,0,18,41007,0,10701,36365,0,8660
0139471320,씨유(CU)서울숲리버포레점,서울특별시 성동구 왕십리로 137,서울 성동구 성수동1가 721번지 서울숲아이파크리버포레 115동 제비114호,,소매,편의점,편의점,127.0431152,37.5506075,1957,353,3130,200,570,481,448,153,379,1244,703,816,443,5441,466,49.0,792,1074,1087,902,864,916,269,188,193,51.3,42.5,199,173,169,173,224,229,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35808,0,43026
0011180114,아이엠,서울특별시 성동구 독서당로 319-2,서울 성동구 금호동3가 220번지,,소매,의복,일상복 판매,127.0245671,37.5482778,275,0,563,0,0,0,275,563,0,0,0,0,0,838,0,0,0,0,626,159,51,0,0,43,3,16.7,16.7,0,0,86,67,2,0,12,4146,0,281,6079,0,351,5311,0,311,5634,0,323,7407,0,478,8173,0,583,12508,0,590,8154,0,398
0126080217,성수김밥_퍼니텅,서울특별시 성동구 성덕정3길 10-1,서울 성동구 성수1가1동 72-33번지 1층,,음식,분식/국수,분식 전문점,127.0476897,37.5398301,468,73,655,108,223,83,57,121,88,148,321,26,13,1197,494,25.0,86,972,199,431,0,0,0,87,8,52.3,20.9,52,47,44,148,40,27,0,0,0,0,0,0,0,0,0,0,0,0,0,14070,1690,13250,17217,4404,17230,14361,5932,15226,11178,4147,11549
0112552880,이마트24 성수이로점,서울특별시 성동구 연무장18길 12,서울 성동구 성수2가1동 269-179번지 1층,1층,소매,편의점,편의점,127.0616405,37.5397151,972,236,1200,135,259,78,100,100,199,558,213,441,322,2409,42,118.0,746,694,302,308,196,203,0,97,53,45.8,38.1,69,99,88,98,81,75,33,0,0,0,20311,0,35763,28750,0,44497,35889,0,53374,36245,0,49833,32888,0,47209,34191,0,48655,29239,0,41139
0001632157,영동바이크,서울특별시 성동구 동일로 41,서울 성동구 성수2가1동 235-1번지 1층,,서비스,자동차/이륜차,오토바이 판매,127.060578,37.5369332,35,0,353,0,0,0,39,119,0,0,48,114,66,388,0,0,129,166,66,25,0,0,0,16,6,35.0,15.0,23,13,20,12,9,7,0,4224,0,423,5162,0,543,24403,0,1091,25374,0,1177,30907,0,1724,28986,0,2361,19371,0,2146,16002,0,1782
0102728599,밧데리365마트,서울특별시 성동구 동일로 225,서울 성동구 송정동 12-1번지 1층,1층,소매,종합소매점,슈퍼/잡화/할인매장,127.0693379,37.5520622,0,0,189,0,0,0,0,68,0,0,0,120,0,189,0,0,189,0,0,0,0,0,0,10,0,0.0,0.0,0,0,13,0,24,0,0,1517,0,114,2343,0,222,2196,0,200,1777,0,171,3195,0,263,1575,0,132,2231,0,154,1143,0,85
0037843133,춤추는가위,서울특별시 성동구 뚝섬로4길 10,서울 성동구 성수1가1동 35-3번지,,서비스,헤어/이발/미용,미용실,127.0495196,37.5393441,0,0,225,0,0,15,65,86,0,0,16,25,16,225,0,0,8,75,105,36,0,0,0,8,5,78.6,0.0,4,2,1,12,14,13,0,928,0,427,2276,0,901,2197,0,787,1758,0,755,2022,0,711,1671,0,648,1357,0,533,2017,0,721
0122349095,호미담,서울특별시 성동구 상원2길 3,서울 성동구 성수동1가 14-47번지 지하1층,,음식,한식,한정식/백반 전문점,127.0493765,37.5460154,1540,334,433,484,453,40,74,0,201,764,176,78,34,2308,720,0,0,556,51,529,1194,697,0,123,60,13.2,6.6,138,110,108,74,84,132,38,0,0,0,0,0,0,0,0,0,20682,223,7164,44563,1327,11671,46387,1633,11457,38928,2093,9700,32047,1231,6338
