wkt_geom,ROUTE_ID,노선명,순번,NODE_ID,ARS_ID,정류소명,X좌표,Y좌표
Point (127.05075960000000634 37.5400388300000003),103900010,성동13,18,103000083,4182,성원중학교후문,127.0507596,37.54003883
Point (127.04962199999999939 37.54052300000000031),103900010,성동13,19,103900261,4861,현대그린아파트,127.049622,37.540523
Point (127.0492100000000022 37.54250300000000351),103900010,성동13,20,103900262,4863,경일중고등학교,127.04921,37.542503
Point (127.04514600000000257 37.54386900000000082),103900010,성동13,21,103900263,4866,서울숲역,127.045146,37.543869
Point (127.04451500000000408 37.54527000000000214),103900010,성동13,22,103900264,4867,성동구민종합체육센터,127.044515,37.54527
Point (127.04255000000000564 37.54352699999999743),103900010,성동13,23,103900265,4868,서울숲2번출입구,127.04255,37.543527
Point (127.03755499999999756 37.5436380000000014),103900010,성동13,24,103900242,4871,서울숲9번출입구,127.037555,37.543638
Point (127.03551600000000121 37.54429100000000119),103900010,성동13,25,103900243,4873,성수대교북단교차로,127.035516,37.544291
Point (127.06327500000000441 37.54126300000000072),100100589,N61,132,103000110,4209,서울효사랑병원,127.063275,37.541263
Point (127.06229860000000542 37.53969985999999892),100100589,N61,133,103000091,4190,경수중학교,127.0622986,37.53969986
Point (127.06074200000000474 37.53694500000000289),100100589,N61,134,103000090,4189,영동대교북단,127.060742,37.536945
Point (127.04396280000000274 37.55050751999999648),100100588,N62,62,103000087,4186,성동교남단.서울숲리버포레,127.0439628,37.55050752
Point (127.04550600000000316 37.54769600000000196),100100588,N62,63,103000134,4236,뚝섬역8번출구,127.045506,37.547696
Point (127.04927200000000198 37.54648199999999747),100100588,N62,64,103000136,4238,뚝섬역5번출구,127.049272,37.546482
Point (127.05458199999999636 37.54478799999999694),100100588,N62,65,103900215,4253,성수역4번출구,127.054582,37.544788
Point (127.06235200000000418 37.54256199999999666),100100588,N62,66,103900213,4256,성수사거리,127.062352,37.542562
Point (127.06236199999999315 37.54279499999999814),100100588,N62,104,103900214,4257,성수사거리,127.062362,37.542795
Point (127.05383000000000493 37.54542000000000002),100100588,N62,105,103000138,4240,성수역1번출구,127.05383,37.54542
Point (127.04927000000000703 37.54679999999999751),100100588,N62,106,103000137,4239,뚝섬역4번출구,127.04927,37.5468
Point (127.04684600000000216 37.54757500000000192),100100588,N62,107,103000135,4237,뚝섬역2번출구,127.046846,37.547575
Point (127.04445660000000373 37.54951635999999837),100100588,N62,108,103000086,4185,성동교남단.서울숲리버포레,127.0444566,37.54951636
Point (127.06236199999999315 37.54279499999999814),123000013,N73,26,103900214,4257,성수사거리,127.062362,37.542795
Point (127.05383000000000493 37.54542000000000002),123000013,N73,27,103000138,4240,성수역1번출구,127.05383,37.54542
Point (127.04927000000000703 37.54679999999999751),123000013,N73,28,103000137,4239,뚝섬역4번출구,127.04927,37.5468
Point (127.04684600000000216 37.54757500000000192),123000013,N73,29,103000135,4237,뚝섬역2번출구,127.046846,37.547575
Point (127.04445660000000373 37.54951635999999837),123000013,N73,30,103000086,4185,성동교남단.서울숲리버포레,127.0444566,37.54951636
Point (127.04396280000000274 37.55050751999999648),123000013,N73,131,103000087,4186,성동교남단.서울숲리버포레,127.0439628,37.55050752
Point (127.04550600000000316 37.54769600000000196),123000013,N73,132,103000134,4236,뚝섬역8번출구,127.045506,37.547696
Point (127.04927200000000198 37.54648199999999747),123000013,N73,133,103000136,4238,뚝섬역5번출구,127.049272,37.546482
Point (127.05458199999999636 37.54478799999999694),123000013,N73,134,103900215,4253,성수역4번출구,127.054582,37.544788
Point (127.06235200000000418 37.54256199999999666),123000013,N73,135,103900213,4256,성수사거리,127.062352,37.542562
